"","iyear","country","attacktype1","weaptype1","gname","nkill","nhours","ndays","hostkidoutcome","suicide"
"434",2019,95,6,5,"Islamic State of Iraq and the Levant (ISIL)",3,NA,1,4,0
"435",2019,95,6,5,"Unknown",NA,NA,-99,7,0
"436",2019,95,6,5,"Islamic State of Iraq and the Levant (ISIL)",0,NA,4,2,0
"437",2019,95,6,13,"Islamic State of Iraq and the Levant (ISIL)",NA,NA,-99,7,0
"438",2019,95,6,5,"Islamic State of Iraq and the Levant (ISIL)",8,NA,-99,6,0
"439",2019,95,6,13,"Islamic State of Iraq and the Levant (ISIL)",1,NA,-99,4,0
"440",2019,95,6,6,"Islamic State of Iraq and the Levant (ISIL)",NA,NA,-99,7,0
"441",2019,95,6,13,"Unknown",0,1,NA,5,0
"442",2019,95,5,13,"Unknown",0,-99,NA,2,0
"443",2019,95,6,5,"Islamic State of Iraq and the Levant (ISIL)",1,NA,-99,6,0
"444",2019,95,6,13,"Unknown",0,-99,NA,2,0
"445",2019,95,6,13,"Islamic State of Iraq and the Levant (ISIL)",0,NA,14,2,0
"446",2019,95,6,5,"Islamic State of Iraq and the Levant (ISIL)",1,-99,NA,6,0
"447",2019,95,6,13,"Islamic State of Iraq and the Levant (ISIL)",0,NA,166,2,0
"448",2019,95,6,5,"Unknown",0,NA,13,5,0
"449",2019,95,6,13,"Unknown",0,-99,NA,2,0
"450",2019,95,6,5,"Iran-backed militia",1,NA,3,4,0
"451",2019,95,6,13,"Unknown",0,NA,6,2,0
"452",2019,95,6,5,"Unknown",NA,NA,-99,7,0
"453",2019,95,6,13,"Unknown",0,NA,4,2,0
"454",2019,95,6,5,"Unknown",1,-99,NA,4,0
"455",2019,95,6,13,"Kata'ib Hezbollah",0,NA,6,2,0
"456",2019,95,6,9,"Kata'ib Hezbollah",NA,NA,-99,6,0
"457",2019,95,6,5,"Unknown",0,-99,NA,2,0
