"","iyear","country","attacktype1","weaptype1","gname","nkill","nhours","ndays","hostkidoutcome","suicide"
"435",2018,4,6,13,"Taliban",1,NA,-99,6,0
"436",2018,4,6,5,"Taliban",NA,NA,-99,7,0
"437",2018,4,6,5,"Taliban",0,-99,NA,2,0
"438",2018,4,6,13,"Unknown",0,NA,-99,2,0
"439",2018,4,6,5,"Taliban",3,-99,NA,4,0
"440",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"441",2018,4,6,8,"Taliban",NA,NA,-99,7,0
"442",2018,4,6,13,"Taliban",3,NA,-99,7,0
"443",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"444",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"445",2018,4,6,5,"Taliban",1,-99,NA,4,0
"446",2018,4,5,6,"Taliban",27,13,NA,5,1
"447",2018,4,6,13,"Unknown",1,NA,123,6,0
"448",2018,4,5,5,"Unknown",0,-99,NA,2,0
"449",2018,4,6,5,"Taliban",1,-99,NA,4,0
"450",2018,4,6,13,"Taliban",2,NA,NA,NA,0
"451",2018,4,4,5,"Taliban",NA,NA,NA,NA,0
"452",2018,4,4,5,"Taliban",0,NA,NA,NA,0
"453",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"454",2018,4,6,12,"Taliban",1,-99,NA,4,0
"455",2018,4,6,5,"Taliban",22,NA,-99,7,0
"456",2018,4,6,5,"Taliban",10,NA,-99,7,0
"457",2018,4,6,5,"Taliban",9,NA,-99,7,0
"458",2018,4,6,5,"Taliban",9,NA,-99,7,0
"459",2018,4,6,5,"Taliban",18,NA,-99,7,0
"460",2018,4,6,5,"Taliban",NA,NA,-99,7,0
"461",2018,4,6,5,"Taliban",1,NA,7,4,0
"462",2018,4,6,5,"Taliban",NA,NA,-99,6,0
"463",2018,4,6,5,"Taliban",3,NA,-99,4,0
"464",2018,4,5,5,"Unknown",0,-99,NA,5,0
"465",2018,4,6,9,"Taliban",0,-99,NA,2,0
"466",2018,4,6,13,"Taliban",0,NA,1,2,0
"467",2018,4,6,13,"Taliban",5,NA,-99,7,0
"468",2018,4,6,5,"Taliban",8,-99,NA,6,0
"469",2018,4,6,9,"Khorasan Chapter of the Islamic State",1,NA,30,4,0
"470",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"471",2018,4,6,13,"Taliban",1,NA,-99,6,0
"472",2018,4,5,8,"Taliban",0,-99,NA,2,0
"473",2018,4,6,5,"Taliban",1,-99,NA,4,0
"474",2018,4,5,6,"Taliban",0,-99,NA,2,0
"475",2018,4,6,5,"Taliban",0,NA,2,2,0
"476",2018,4,6,5,"Unknown",6,-99,NA,2,0
"477",2018,4,6,13,"Taliban",2,NA,-99,7,0
"478",2018,4,6,9,"Khorasan Chapter of the Islamic State",3,-99,NA,4,0
"479",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"480",2018,4,6,13,"Khorasan Chapter of the Islamic State",NA,NA,-99,6,0
"481",2018,4,6,13,"Taliban",11,NA,-99,7,0
"482",2018,4,6,13,"Taliban",2,NA,-99,7,0
"483",2018,4,6,5,"Taliban",5,-99,NA,4,0
"484",2018,4,6,5,"Taliban",1,NA,-99,7,0
"485",2018,4,6,13,"Khorasan Chapter of the Islamic State",0,NA,4,6,0
"486",2018,4,6,5,"Taliban",0,NA,1,2,0
"487",2018,4,6,5,"Taliban",NA,NA,-99,6,0
"488",2018,4,6,5,"Taliban",11,NA,-99,7,0
"489",2018,4,6,5,"Taliban",7,NA,-99,7,0
"490",2018,4,6,5,"Taliban",23,NA,-99,7,0
"491",2018,4,6,5,"Unknown",1,NA,-99,6,0
"492",2018,4,6,5,"Taliban",NA,NA,-99,7,0
"493",2018,4,6,5,"Taliban",6,NA,2,4,0
"494",2018,4,6,13,"Taliban",6,NA,-99,7,0
"495",2018,4,6,5,"Taliban",NA,NA,-99,7,0
"496",2018,4,6,13,"Unknown",NA,NA,-99,7,0
"497",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"498",2018,4,6,13,"Taliban",13,NA,-99,7,0
"499",2018,4,5,9,"Taliban",1,NA,NA,NA,0
"500",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"501",2018,4,6,5,"Taliban",6,NA,-99,7,0
"502",2018,4,6,5,"Taliban",6,NA,-99,7,0
"503",2018,4,6,8,"Unknown",NA,NA,-99,6,0
"504",2018,4,6,9,"Khorasan Chapter of the Islamic State",1,-99,NA,4,0
"505",2018,4,6,5,"Taliban",4,NA,-99,6,0
"506",2018,4,6,5,"Taliban",1,NA,NA,NA,0
"507",2018,4,6,5,"Taliban",6,NA,-99,7,0
"508",2018,4,5,5,"Khorasan Chapter of the Islamic State",3,-99,NA,4,0
"509",2018,4,6,13,"Taliban",0,NA,20,2,0
"510",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"511",2018,4,5,6,"Khorasan Chapter of the Islamic State",13,4,NA,6,1
"512",2018,4,6,13,"Taliban",9,NA,-99,7,0
"513",2018,4,6,5,"Unknown",NA,NA,-99,6,0
"514",2018,4,6,5,"Khorasan Chapter of the Islamic State",0,NA,13,2,0
"515",2018,4,6,5,"Taliban",0,NA,1,2,0
"516",2018,4,6,8,"Taliban",NA,NA,-99,7,0
"517",2018,4,6,8,"Taliban",NA,NA,-99,7,0
"518",2018,4,6,8,"Taliban",NA,NA,-99,7,0
"519",2018,4,6,8,"Taliban",NA,NA,-99,7,0
"520",2018,4,6,8,"Taliban",NA,NA,-99,7,0
"521",2018,4,6,8,"Taliban",NA,NA,-99,7,0
"522",2018,4,6,5,"Taliban",2,NA,-99,6,0
"523",2018,4,6,13,"Taliban",NA,NA,-99,6,0
"524",2018,4,6,5,"Taliban",NA,NA,-99,6,0
"525",2018,4,5,6,"Khorasan Chapter of the Islamic State",18,5,NA,5,1
"526",2018,4,6,5,"Taliban",2,-99,NA,6,0
"527",2018,4,6,5,"Taliban",3,2,NA,4,0
"528",2018,4,6,6,"Taliban",3,NA,-99,7,0
"529",2018,4,6,5,"Taliban",10,NA,-99,7,0
"530",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"531",2018,4,4,13,"Taliban",NA,NA,NA,NA,0
"532",2018,4,6,13,"Taliban",10,NA,-99,7,0
"533",2018,4,6,5,"Taliban",NA,NA,-99,6,0
"534",2018,4,6,5,"Taliban",NA,NA,-99,7,0
"535",2018,4,5,6,"Unknown",0,-99,NA,2,0
"536",2018,4,5,6,"Taliban",0,-99,NA,2,0
"537",2018,4,5,6,"Taliban",0,-99,NA,2,0
"538",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"539",2018,4,4,6,"Taliban",3,NA,NA,NA,0
"540",2018,4,6,5,"Taliban",4,NA,-99,7,0
"541",2018,4,6,5,"Taliban",15,NA,-99,7,0
"542",2018,4,6,13,"Taliban",10,-99,NA,4,0
"543",2018,4,6,5,"Taliban",4,NA,-99,7,0
"544",2018,4,6,5,"Taliban",56,NA,-99,7,0
"545",2018,4,6,13,"Taliban",2,NA,-99,7,0
"546",2018,4,6,13,"Taliban",3,NA,-99,7,0
"547",2018,4,6,13,"Taliban",7,NA,-99,7,0
"548",2018,4,6,13,"Taliban",7,NA,-99,7,0
"549",2018,4,6,5,"Taliban",8,NA,-99,7,0
"550",2018,4,5,6,"Unknown",0,-99,NA,2,0
"551",2018,4,6,5,"Taliban",1,-99,NA,2,0
"552",2018,4,6,5,"Taliban",21,NA,-99,7,0
"553",2018,4,6,5,"Unknown",NA,NA,-99,7,0
"554",2018,4,6,5,"Taliban",4,-99,NA,4,0
"555",2018,4,6,13,"Taliban",0,NA,7,2,0
"556",2018,4,6,13,"Taliban",0,NA,2,2,0
"557",2018,4,6,9,"Taliban",0,NA,2,6,0
"558",2018,4,6,5,"Taliban",3,NA,-99,7,0
"559",2018,4,6,5,"Taliban",3,NA,-99,7,0
"560",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"561",2018,4,6,13,"Taliban",2,-99,NA,4,0
"562",2018,4,6,13,"Taliban",2,NA,-99,6,0
"563",2018,4,6,5,"Taliban",2,-99,NA,4,0
"564",2018,4,6,9,"Taliban",0,-99,NA,2,0
"565",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"566",2018,4,6,5,"Taliban",1,-99,NA,4,0
"567",2018,4,6,8,"Taliban",NA,NA,-99,7,0
"568",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"569",2018,4,6,9,"Taliban",0,-99,NA,2,0
"570",2018,4,6,5,"Taliban",8,NA,-99,6,0
"571",2018,4,6,5,"Taliban",35,NA,-99,7,0
"572",2018,4,6,13,"Taliban",1,-99,NA,4,0
"573",2018,4,6,13,"Taliban",5,NA,-99,7,0
"574",2018,4,6,8,"Taliban",34,NA,-99,7,0
"575",2018,4,6,13,"Taliban",1,-99,NA,4,0
"576",2018,4,4,8,"Taliban",0,NA,NA,NA,0
"577",2018,4,6,5,"Taliban",7,NA,-99,7,0
"578",2018,4,6,5,"Taliban",1,-99,NA,4,0
"579",2018,4,6,13,"Taliban",5,NA,-99,7,0
"580",2018,4,6,13,"Taliban",1,NA,-99,7,0
"581",2018,4,6,5,"Taliban",NA,NA,-99,6,0
"582",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"583",2018,4,6,5,"Taliban",0,-99,NA,2,0
"584",2018,4,6,5,"Unknown",1,NA,127,2,0
"585",2018,4,6,5,"Unknown",NA,NA,-99,7,0
"586",2018,4,6,13,"Taliban",4,NA,-99,7,0
"587",2018,4,6,13,"Taliban",7,-99,NA,4,0
"588",2018,4,6,13,"Taliban",12,NA,-99,7,0
"589",2018,4,6,13,"Taliban",2,NA,-99,7,0
"590",2018,4,6,5,"Taliban",5,NA,-99,7,0
"591",2018,4,6,13,"Taliban",NA,NA,-99,7,0
"592",2018,4,6,6,"Unknown",0,-99,NA,2,0
"593",2018,4,5,6,"Taliban",47,-99,NA,6,1
"594",2018,4,6,13,"Taliban",2,NA,-99,7,0
"595",2018,4,6,13,"Taliban",1,-99,NA,4,0
"596",2019,4,6,5,"Taliban",NA,NA,-99,7,0
"597",2019,4,6,5,"Taliban",2,NA,-99,6,0
"598",2019,4,6,5,"Taliban",19,NA,48,5,0
"599",2019,4,6,13,"Taliban",NA,NA,-99,7,0
"600",2019,4,6,13,"Taliban",8,NA,-99,7,0
"601",2019,4,6,13,"Taliban",1,NA,-99,7,0
"602",2019,4,6,13,"Taliban",5,NA,-99,7,0
"603",2019,4,4,5,"Taliban",NA,NA,-99,7,0
"604",2019,4,6,13,"Taliban",9,NA,-99,7,0
"605",2019,4,6,13,"Taliban",NA,NA,-99,7,0
"606",2019,4,4,5,"Taliban",4,NA,NA,NA,0
"607",2019,4,6,9,"Taliban",0,-99,NA,2,0
"608",2019,4,6,8,"Taliban",4,NA,-99,7,0
"609",2019,4,6,13,"Taliban",2,NA,-99,7,0
"610",2019,4,6,13,"Taliban",1,NA,-99,7,0
"611",2019,4,6,13,"Taliban",1,NA,-99,7,0
"612",2019,4,6,5,"Taliban",NA,NA,-99,7,0
"613",2019,4,6,5,"Taliban",37,NA,-99,7,0
"614",2019,4,6,13,"Taliban",0,NA,-99,2,0
"615",2019,4,6,6,"Taliban",20,NA,-99,7,0
"616",2019,4,6,5,"Taliban",4,NA,-99,7,0
"617",2019,4,6,13,"Taliban",3,NA,-99,7,0
"618",2019,4,6,13,"Taliban",NA,NA,-99,7,0
"619",2019,4,6,13,"Taliban",NA,NA,-99,7,0
"620",2019,4,6,13,"Taliban",7,NA,-99,7,0
"621",2019,4,5,6,"Unknown",0,-99,NA,2,0
"622",2019,4,4,5,"Taliban",0,NA,NA,NA,0
"623",2019,4,6,5,"Khorasan Chapter of the Islamic State",0,-99,NA,5,0
"624",2019,4,6,5,"Taliban",2,NA,-99,7,0
"625",2019,4,6,13,"Taliban",1,-99,NA,4,0
"626",2019,4,6,13,"Taliban",3,NA,-99,7,0
"627",2019,4,6,5,"Taliban",11,NA,-99,7,0
"628",2019,4,6,5,"Taliban",5,NA,40,4,0
"629",2019,4,6,5,"Unknown",2,NA,-99,4,0
"630",2019,4,6,13,"Taliban",2,NA,-99,4,0
"631",2019,4,6,13,"Taliban",3,NA,-99,7,0
"632",2019,4,6,13,"Taliban",2,NA,-99,7,0
"633",2019,4,5,5,"Taliban",9,NA,-99,7,0
"634",2019,4,6,13,"Taliban",0,NA,4,2,0
"635",2019,4,6,13,"Taliban",1,NA,-99,6,0
"636",2019,4,6,5,"Unknown",1,NA,1,4,0
"637",2019,4,6,13,"Taliban",4,NA,-99,7,0
"638",2019,4,6,13,"Taliban",11,NA,-99,7,0
"639",2019,4,6,13,"Taliban",4,NA,-99,7,0
"640",2019,4,6,13,"Taliban",4,NA,-99,7,0
"641",2019,4,6,5,"Taliban",36,NA,9,2,0
"642",2019,4,6,13,"Taliban",12,NA,-99,7,0
"643",2019,4,6,13,"Taliban",6,NA,-99,7,0
"644",2019,4,6,13,"Taliban",2,NA,-99,7,0
"645",2019,4,6,13,"Taliban",14,NA,-99,7,0
"646",2019,4,6,5,"Taliban",1,NA,13,4,0
"647",2019,4,6,13,"Taliban",4,NA,-99,7,0
"648",2019,4,6,13,"Taliban",1,-99,NA,4,0
"649",2019,4,6,13,"Taliban",2,NA,-99,7,0
"650",2019,4,6,13,"Taliban",1,NA,1,4,0
"651",2019,4,5,5,"Taliban",0,-99,NA,2,0
"652",2019,4,6,13,"Taliban",1,-99,NA,4,0
"653",2019,4,6,13,"Taliban",15,NA,-99,7,0
"654",2019,4,6,13,"Taliban",0,-99,NA,2,0
"655",2019,4,6,5,"Taliban",2,-99,NA,4,0
"656",2019,4,6,13,"Taliban",3,NA,-99,7,0
"657",2019,4,6,13,"Taliban",1,-99,NA,6,0
"658",2019,4,6,13,"Taliban",0,NA,72,2,0
"659",2019,4,6,13,"Taliban",1,NA,-99,6,0
"660",2019,4,6,13,"Taliban",11,NA,-99,7,0
"661",2019,4,6,5,"Taliban",11,NA,-99,7,0
"662",2019,4,6,13,"Taliban",1,NA,5,4,0
"663",2019,4,6,13,"Taliban",NA,NA,-99,7,0
"664",2019,4,6,13,"Taliban",2,NA,-99,6,0
"665",2019,4,6,5,"Unknown",NA,NA,-99,7,0
"666",2019,4,6,6,"Taliban",1,-99,NA,4,0
"667",2019,4,6,13,"Taliban",6,NA,-99,2,0
"668",2019,4,6,13,"Taliban",0,-99,NA,2,0
"669",2019,4,6,13,"Taliban",1,NA,1,4,0
"670",2019,4,6,6,"Unknown",1,NA,-99,7,0
"671",2019,4,6,13,"Taliban",32,NA,-99,7,0
"672",2019,4,6,5,"Unknown",NA,NA,-99,7,0
"673",2019,4,6,13,"Taliban",0,NA,1,2,0
"674",2019,4,6,5,"Taliban",9,NA,-99,7,0
"675",2019,4,6,13,"Taliban",2,NA,3,4,0
"676",2019,4,6,5,"Taliban",1,-99,NA,4,0
"677",2019,4,6,5,"Taliban",1,-99,NA,4,0
"678",2019,4,6,5,"Taliban",7,NA,-99,7,0
"679",2019,4,6,5,"Taliban",6,NA,-99,7,0
"680",2019,4,6,5,"Taliban",NA,NA,2,6,0
"681",2019,4,4,13,"Taliban",0,NA,2,2,0
"682",2019,4,6,13,"Taliban",4,NA,-99,7,0
